model,mse,rmse,r2,generated_at
LinearRegression,7975.844929507756,89.30758606920107,-0.45451214190569234,2025-09-10T11:48:30.575885
RandomForest,4727.845662163149,68.75933145517887,0.13780809664050642,2025-09-10T11:48:30.575885
